YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR
1996,9,6,19.17,86.81,2.49
1996,9,7,19.1,88.5,4.39
1996,9,8,18.25,86.81,7.98
1996,9,9,18.49,85.38,6.07
1996,9,10,18.43,83.56,12.56
1996,9,11,19.04,83.38,11.28
1996,9,12,18.8,83.81,0.86
1996,9,13,18.74,81,1.33
1996,9,14,19.17,82.88,3.73
1996,9,15,19.35,86.56,7.03
1996,9,16,17.82,83.12,5.1
1996,9,17,18.13,81.38,2.74
1996,9,18,18.43,83.06,0.77
1996,9,19,18.31,81.75,3.69
1996,9,20,17.15,78.5,0.4
1996,9,21,16.3,73.44,0.63
1996,9,22,18.07,80.19,0.13
1996,9,23,17.46,78.56,0.05
1996,9,24,17.15,75.19,0.89
1996,9,25,17.58,75.75,9.93
1996,9,26,18.68,87.12,19.68
1996,9,27,18.43,82.31,1.5
1996,9,28,18.19,80,0.45
1996,9,29,18.37,82.19,0.66
1996,9,30,17.7,83.81,1.72
1996,10,1,19.04,90.88,15.68
1996,10,2,19.59,93.06,38.55
1996,10,3,18.55,89.19,22.13
1996,10,4,17.7,83.94,0.47
1996,10,5,17.52,81,0.9
1996,10,6,17.88,81.44,0.21
1996,10,7,17.64,82.75,0
1996,10,8,17.94,86.12,0.02
1996,10,9,17.09,88.44,0.91
1996,10,10,17.09,84.88,1.11
1996,10,11,17.21,86.25,1.64
1996,10,12,16.48,84.56,1.38
1996,10,13,16.36,84.25,0.24
1996,10,14,15.87,82,1.16
1996,10,15,16.24,83.81,1.81
1996,10,16,16.42,85.5,2.14
1996,10,17,16.17,84.75,4.42
1996,10,18,18.19,93.56,3.97
1996,10,19,18.49,94.5,28.38
1996,10,20,18.8,93.19,28.65
1996,10,21,18.43,90.06,9.29
1996,10,22,18.55,91.25,2.12
1996,10,23,18.13,90.88,16.61
1996,10,24,17.15,86.31,2.56
1996,10,25,16.54,79.94,1.59
1996,10,26,16.3,77.56,1.44
1996,10,27,16.97,83.81,0.04
1996,10,28,17.09,83.56,2.78
1996,10,29,17.33,83.19,0.06
1996,10,30,15.62,78.56,0
1996,10,31,14.34,73.31,0
1996,11,1,15.44,76.69,0
1996,11,2,12.63,71.62,0
1996,11,3,11.47,72.56,0
1996,11,4,11.23,72.62,0
1996,11,5,11.72,73.75,0
1996,11,6,13.24,75.31,0
1996,11,7,15.5,84,0.48
1996,11,8,16.97,88.94,21.05
1996,11,9,15.93,81.75,1.89
1996,11,10,15.44,76.5,0.01
1996,11,11,14.83,73.56,0.01
1996,11,12,15.44,75.19,0
1996,11,13,15.99,80.75,0.76
1996,11,14,15.69,83.06,0.21
1996,11,15,14.1,79.38,0
1996,11,16,13.73,80,0
1996,11,17,12.76,77.75,0
1996,11,18,12.08,76.5,0
1996,11,19,11.66,76.5,0.03
1996,11,20,11.35,77.44,0.01
1996,11,21,13.92,81.06,0.09
1996,11,22,16.48,91.06,1.21
1996,11,23,16.48,89.44,3.18
1996,11,24,15.5,85.31,0.68
1996,11,25,13.12,79.69,0.03
1996,11,26,12.27,77.12,0
1996,11,27,12.51,78.44,0.01
1996,11,28,13,79.56,0
1996,11,29,11.23,72.81,0
1996,11,30,9.03,62.5,0
1996,12,1,8.42,58.56,0
1996,12,2,8.24,60.56,0
1996,12,3,8.85,60.75,0
1996,12,4,11.78,68.12,0.03
1996,12,5,14.95,83.62,1.98
1996,12,6,15.01,87.25,0.99
1996,12,7,14.22,79.88,0.11
1996,12,8,13.37,79,1.28
1996,12,9,9.52,64,0.11
1996,12,10,9.28,64.44,0.16
1996,12,11,8.48,61.25,0
1996,12,12,9.95,70.56,0.32
1996,12,13,13.92,88.19,9.24
1996,12,14,14.71,84.5,1.34
1996,12,15,15.32,83.75,0.41
1996,12,16,15.62,83.88,0.67
1996,12,17,14.77,81.06,0.63
1996,12,18,13.61,79.62,0.06
1996,12,19,12.15,77,0
1996,12,20,11.66,75.25,0
1996,12,21,11.11,74.69,0
1996,12,22,11.41,74.25,0
1996,12,23,11.05,72.62,0
1996,12,24,10.07,69.12,0
1996,12,25,9.34,67.56,0
1996,12,26,10.93,72.25,0
1996,12,27,11.84,74.19,0
1996,12,28,10.86,68.06,0
1996,12,29,11.17,70,0
1996,12,30,11.29,73.44,0
1996,12,31,10.86,73.88,0
1997,1,1,9.89,70.88,0
1997,1,2,8.67,61.69,0
1997,1,3,9.28,64.25,0
1997,1,4,10.13,69.94,0
1997,1,5,10.19,69.56,0
1997,1,6,9.16,65.62,0
1997,1,7,9.28,65.12,0
1997,1,8,11.35,73.88,0.03
1997,1,9,12.08,85.06,0.45
1997,1,10,13.12,79.69,2.63
1997,1,11,12.94,78.44,3.78
1997,1,12,12.76,78.12,2.39
1997,1,13,13.12,75.69,0.07
1997,1,14,13.67,79.19,6.35
1997,1,15,14.16,81.38,13.55
1997,1,16,12.63,74.19,5.65
1997,1,17,9.03,60.94,0
1997,1,18,10.86,67.62,0
1997,1,19,11.41,71.69,0
1997,1,20,12.45,71.81,0
1997,1,21,11.41,66.81,0
1997,1,22,5.8,45.31,0
1997,1,23,4.88,37.69,0
1997,1,24,7.57,49.88,0
1997,1,25,9.58,63.69,0
1997,1,26,12.02,72.62,0
1997,1,27,11.9,71.81,0
1997,1,28,11.72,70.94,0
1997,1,29,11.23,68.12,0
1997,1,30,9.52,59.44,0
1997,1,31,9.89,58.62,0
1997,2,1,10.01,57.88,0
1997,2,2,10.56,62,0
1997,2,3,10.44,62.31,0
1997,2,4,11.54,65.44,0
1997,2,5,10.74,60.5,0
1997,2,6,8.24,46,0
1997,2,7,7.69,43.62,0
1997,2,8,11.84,65.38,0
1997,2,9,11.84,64,0
1997,2,10,12.21,64.94,0
1997,2,11,7.81,47.06,0
1997,2,12,5.31,31.62,0
1997,2,13,6.23,38,0
1997,2,14,3.85,23.44,0
1997,2,15,5.68,32.94,0
1997,2,16,7.2,44.69,0
1997,2,17,7.45,43.31,0
1997,2,18,8.42,47.75,0
1997,2,19,9.95,56.31,0
1997,2,20,11.54,58.56,0
1997,2,21,12.27,59.19,0
1997,2,22,11.84,55.19,0
1997,2,23,10.31,50.81,0
1997,2,24,9.95,53.12,0
1997,2,25,9.77,52.19,0
1997,2,26,8.73,45.06,0
1997,2,27,8.73,44,0
1997,2,28,8.61,42.5,0
1997,3,1,8.36,39.38,0
1997,3,2,9.09,45.12,0
1997,3,3,7.81,38.31,0
1997,3,4,5.98,29.19,0
1997,3,5,5.92,30.12,0
1997,3,6,7.02,36.06,0
1997,3,7,8.97,46.75,0
1997,3,8,7.81,38.5,0
1997,3,9,7.2,31.19,0
1997,3,10,8.85,38.88,0
1997,3,11,8.54,37.94,0
1997,3,12,8.3,34.62,0
1997,3,13,8.91,34.19,0
1997,3,14,9.7,37.19,0
1997,3,15,12.21,46.94,0
1997,3,16,10.31,39.69,0
1997,3,17,11.23,43.5,1.61
1997,3,18,11.72,44.88,0
1997,3,19,11.78,43.75,0.02
1997,3,20,10.44,37.19,0
1997,3,21,8.67,32.56,0
1997,3,22,8.3,29.31,0
1997,3,23,12.45,42.62,0
1997,3,24,13.67,52.44,2.12
1997,3,25,13.55,56.12,1.56
1997,3,26,13.85,58.44,2.28
1997,3,27,12.27,53.19,0.17
1997,3,28,12.08,51.56,0.55
1997,3,29,12.88,51.94,0.06
1997,3,30,13.31,49.56,2.59
1997,3,31,13.61,51.5,0.26
1997,4,1,13.31,50.81,0.02
1997,4,2,14.22,54.94,0.02
1997,4,3,13.61,51.12,0
1997,4,4,14.71,57.06,0.99
1997,4,5,14.47,62.31,1.48
1997,4,6,14.04,61.75,23.95
1997,4,7,12.27,54.62,0.14
1997,4,8,12.15,51,0.2
1997,4,9,13.79,54.69,0
1997,4,10,12.7,47.88,0.01
1997,4,11,13.12,48.44,0.01
1997,4,12,13.18,47.38,0.85
1997,4,13,12.94,48,0.46
1997,4,14,12.57,44.94,0
1997,4,15,12.57,41.62,0
1997,4,16,12.15,38.88,0
1997,4,17,12.57,43.94,0.01
1997,4,18,13.12,49.69,1.13
1997,4,19,14.71,58.75,21.19
1997,4,20,14.04,57.88,0.01
1997,4,21,12.63,52.19,0
1997,4,22,12.02,49.88,0
1997,4,23,12.76,51.69,0.12
1997,4,24,12.45,49.81,0
1997,4,25,11.84,45.81,0
1997,4,26,11.9,43.62,0.02
1997,4,27,13.61,51,0
1997,4,28,15.26,57.62,7.11
1997,4,29,15.56,59.81,1.02
1997,4,30,15.38,55.69,0.79
1997,5,1,16.11,61.06,1.22
1997,5,2,15.32,56.94,0.18
1997,5,3,14.47,53.06,2.27
1997,5,4,14.95,56,4.01
1997,5,5,15.56,58.81,2.8
1997,5,6,16.05,63.5,4.85
1997,5,7,14.83,59.19,1.69
1997,5,8,13.61,51.25,0
1997,5,9,12.94,45.62,0
1997,5,10,12.57,41.31,0
1997,5,11,12.76,40.12,0
1997,5,12,13.31,41.75,0
1997,5,13,12.02,36.31,0
1997,5,14,12.02,37.19,0
1997,5,15,11.35,37.31,0
1997,5,16,10.99,34.62,0
1997,5,17,11.47,33.19,0
1997,5,18,10.68,30.94,0
1997,5,19,7.87,23.38,0
1997,5,20,9.77,24.75,0
1997,5,21,9.58,24.81,0.05
1997,5,22,9.03,23.19,0.16
1997,5,23,9.77,25.44,0.02
1997,5,24,10.31,27,0
1997,5,25,12.08,35.44,0.02
1997,5,26,11.9,35.12,0.02
1997,5,27,11.66,32.25,0
1997,5,28,9.46,24.81,0
1997,5,29,8.42,22.19,0
1997,5,30,8.54,21.75,0
1997,5,31,8,19.88,0
1997,6,1,8.24,21.5,0
1997,6,2,10.8,29.88,0
1997,6,3,11.11,29.25,0
1997,6,4,11.47,30.81,0.05
1997,6,5,11.11,29.69,0.01
1997,6,6,11.11,29.31,0.16
1997,6,7,13.12,36.44,0.74
1997,6,8,15.08,48.75,0.16
1997,6,9,15.14,53.44,0.33
1997,6,10,14.4,50,0.55
1997,6,11,14.22,44.44,0.61
1997,6,12,14.28,44.06,0.5
1997,6,13,16.6,62.31,23.39
1997,6,14,18.62,78.5,11.26
1997,6,15,17.82,71.31,0.09
1997,6,16,16.42,63.69,0
1997,6,17,15.32,54.56,0
1997,6,18,16.42,59.88,0
1997,6,19,16.24,63.81,0.44
1997,6,20,15.69,60.81,0.8
1997,6,21,15.87,61.62,0.32
1997,6,22,16.24,62.56,0.51
1997,6,23,15.01,58.88,7.92
1997,6,24,15.2,56.5,1.4
1997,6,25,15.69,58.5,0.94
1997,6,26,15.62,56.75,0.01
1997,6,27,16.17,60.88,1.4
1997,6,28,16.48,61.5,0.49
1997,6,29,16.72,63.25,0
1997,6,30,17.4,66.94,6.27
1997,7,1,17.58,71.56,0.44
1997,7,2,16.72,71.88,0.9
1997,7,3,16.97,74.25,12.24
1997,7,4,16.11,68.56,9.44
1997,7,5,16.24,69.56,4.16
1997,7,6,16.72,68.56,6.21
1997,7,7,16.3,70.75,16.74
1997,7,8,16.85,71.38,10.91
1997,7,9,17.03,67.31,0.26
1997,7,10,17.33,68.12,6.41
1997,7,11,17.03,69.94,3.67
1997,7,12,16.97,69.19,0.17
1997,7,13,17.09,66.75,1.18
1997,7,14,17.09,66.94,1.93
1997,7,15,16.11,61.12,0.08
1997,7,16,16.48,61.69,0.15
1997,7,17,16.85,67.19,0.41
1997,7,18,15.93,61.69,0.99
1997,7,19,16.6,62.69,0.29
1997,7,20,16.66,64.25,0.28
1997,7,21,16.36,65.19,3.56
1997,7,22,17.09,66,0.51
1997,7,23,17.27,69.44,0.57
1997,7,24,18.07,77.62,14.11
1997,7,25,18.07,77.06,22.03
1997,7,26,17.4,73.56,8.1
1997,7,27,17.4,75.06,1.91
1997,7,28,17.27,70.31,6.46
1997,7,29,16.85,73.31,9.07
1997,7,30,16.6,70.38,1.34
1997,7,31,16.42,67.81,0.61
1997,8,1,16.36,63.88,1.15
1997,8,2,16.36,63.06,0.6
1997,8,3,15.75,60.44,0.01
1997,8,4,15.56,63.44,0
1997,8,5,15.69,65.19,1.23
1997,8,6,16.3,66.5,5.28
1997,8,7,16.36,66.38,3.49
1997,8,8,16.97,68.25,3.83
1997,8,9,17.64,70.5,4.57
1997,8,10,17.76,73.56,2.68
1997,8,11,17.52,76.38,2.36
1997,8,12,16.78,71,6.6
1997,8,13,17.58,75.62,4.55
1997,8,14,17.03,75.62,0.87
1997,8,15,17.27,76.69,1.28
1997,8,16,17.7,77.12,14.14
1997,8,17,18.07,83.19,4.74
1997,8,18,16.48,69.69,0.19
1997,8,19,16.6,71.5,0.5
1997,8,20,16.36,72.69,0.36
1997,8,21,16.24,71.19,0.44
1997,8,22,15.93,70.88,3.24
1997,8,23,15.38,65.94,0.39
1997,8,24,15.32,62.25,0.7
1997,8,25,15.62,62.62,0.42
1997,8,26,16.42,63.5,0.28
1997,8,27,16.78,69.75,2.61
1997,8,28,17.21,77.88,30.74
1997,8,29,17.27,77.12,12.64
1997,8,30,15.99,71.12,0.87
1997,8,31,16.91,70.19,0
1997,9,1,16.91,68.88,0.45
1997,9,2,16.17,66.06,0.14
1997,9,3,16.97,70.94,0
1997,9,4,16.91,70.88,0
1997,9,5,17.7,80.38,12.58
1997,9,6,17.82,78.5,23.19
1997,9,7,18.07,79.31,15.86
1997,9,8,18.92,83.31,17.25
1997,9,9,18.74,84,3.24
1997,9,10,18.49,85,3.05
1997,9,11,18.8,87.69,11.51
1997,9,12,18.43,88.69,4.16
1997,9,13,18.01,86.31,4.77
1997,9,14,18.13,81,9.31
1997,9,15,18.13,77.38,0.88
1997,9,16,18.13,79.19,0.34
1997,9,17,18.25,83.62,5.23
1997,9,18,18.49,81,1.06
1997,9,19,18.37,81.19,0.38
1997,9,20,18.43,85.56,6.67
1997,9,21,18.62,87.06,8.82
1997,9,22,18.43,86.81,16.78
1997,9,23,18.55,88.19,20.17
1997,9,24,18.68,87.81,13.8
1997,9,25,18.74,82.44,8.81
1997,9,26,17.94,79.38,0.04
1997,9,27,16.85,79.44,0.18
1997,9,28,16.91,76,0.05
1997,9,29,17.58,78.5,0.17
1997,9,30,17.21,77.25,10.35
1997,10,1,17.21,78.44,9.58
1997,10,2,15.32,70.06,0.07
1997,10,3,14.95,67.44,0
1997,10,4,15.2,67.62,0.01
1997,10,5,15.5,70.19,1.04
1997,10,6,16.36,75.19,0.2
1997,10,7,16.6,77.81,0.45
1997,10,8,15.44,73.94,0.28
1997,10,9,14.34,71.75,0.57
1997,10,10,15.56,78.62,0.76
1997,10,11,16.78,80,0.01
1997,10,12,16.48,78.56,0
1997,10,13,17.21,79.81,0
1997,10,14,17.21,79.38,0.01
1997,10,15,16.72,78.56,0
1997,10,16,15.87,78.06,0.01
1997,10,17,16.24,77.38,0.01
1997,10,18,17.33,80.69,0.06
1997,10,19,17.27,80.25,0.02
1997,10,20,16.66,77.12,0.01
1997,10,21,16.48,76.81,0.57
1997,10,22,15.5,76.31,0.62
1997,10,23,15.87,76.5,0.07
1997,10,24,16.97,79.56,1.27
1997,10,25,16.91,78.5,0.51
1997,10,26,16.85,78.94,3.09
1997,10,27,17.21,82.38,5.11
1997,10,28,17.58,88.06,2.31
1997,10,29,18.07,88.88,10.63
1997,10,30,17.27,86.06,1.75
1997,10,31,17.03,83.88,0.44
1997,11,1,17.27,83.75,1.32
1997,11,2,17.15,83.12,1.76
1997,11,3,17.27,84.94,2.79
1997,11,4,15.2,77.44,1.24
1997,11,5,15.44,79.38,0.3
1997,11,6,15.08,76.88,0.18
1997,11,7,14.95,75.69,0.71
1997,11,8,15.99,77.69,0.87
1997,11,9,16.17,76.94,0.02
1997,11,10,16.3,75.75,1.52
1997,11,11,16.11,73.88,0.24
1997,11,12,16.72,79.25,22.73
1997,11,13,17.4,88.75,5.67
1997,11,14,16.78,84.94,6.45
1997,11,15,16.3,83.75,2.52
1997,11,16,15.87,81.25,0.99
1997,11,17,16.72,85.06,2.39
1997,11,18,16.85,84.69,0.65
1997,11,19,16.97,84.06,1.52
1997,11,20,16.66,82.69,0.52
1997,11,21,15.93,80.31,0.04
1997,11,22,17.09,85.75,8.7
1997,11,23,17.82,90.06,18.72
1997,11,24,17.4,85.94,2.15
1997,11,25,17.15,84.25,0.23
1997,11,26,16.91,84.38,0.98
1997,11,27,16.36,84.19,4.62
1997,11,28,16.72,87.06,0.39
1997,11,29,17.21,89.75,0.87
1997,11,30,16.66,85.25,0.01
1997,12,1,15.32,80.44,0
1997,12,2,15.08,82.38,0
1997,12,3,14.77,80.44,0.1
1997,12,4,14.71,80.88,0.61
1997,12,5,15.62,84.06,1.64
1997,12,6,15.62,85.75,3.34
1997,12,7,15.81,86.75,5.43
1997,12,8,16.17,87.06,11.23
1997,12,9,16.91,88.75,16.6
1997,12,10,13.92,78,0.16
1997,12,11,10.74,71.81,0
1997,12,12,14.34,84.12,0.77
1997,12,13,16.48,89.88,7.4
1997,12,14,16.48,82.75,1.98
1997,12,15,13.67,78.94,1.77
1997,12,16,15.69,86.69,2.56
1997,12,17,16.42,86.25,1.75
1997,12,18,16.36,84.12,0.38
1997,12,19,15.93,84.06,0.09
1997,12,20,15.56,84,0.16
1997,12,21,15.14,81.69,0.01
1997,12,22,14.59,79.5,0
1997,12,23,14.1,78.38,0
1997,12,24,13.85,77.88,0
1997,12,25,14.65,80.38,0.01
1997,12,26,14.89,81.81,1.11
1997,12,27,14.28,81.44,0.64
1997,12,28,13.79,79.06,0.2
1997,12,29,13.85,78.81,0.22
1997,12,30,14.16,79.06,0.06
1997,12,31,13.67,77.62,0
1998,1,1,13.61,78.25,0.05
1998,1,2,14.4,80.56,0.68
1998,1,3,14.83,80.94,1.73
1998,1,4,14.59,79.62,0.63
1998,1,5,10.31,61.94,0
1998,1,6,9.09,63.25,0
1998,1,7,12.08,75.25,0
1998,1,8,11.54,73.44,0
1998,1,9,11.72,72.25,0
1998,1,10,11.72,72,0
1998,1,11,12.08,72.88,0
1998,1,12,12.15,70.69,0
1998,1,13,11.72,65.56,0
1998,1,14,11.54,63.81,0
1998,1,15,11.11,61.69,0
1998,1,16,12.57,68.31,0
1998,1,17,12.51,68.06,0
1998,1,18,12.51,69.31,0
1998,1,19,13.49,71.88,0
1998,1,20,13.98,73.81,0.37
1998,1,21,14.04,70.5,0.03
1998,1,22,13.12,67,0.08
1998,1,23,14.53,71.88,0.12
1998,1,24,14.28,71.12,0.01
1998,1,25,13.92,70.88,0
1998,1,26,12.94,67.94,0
1998,1,27,12.82,69.12,0
1998,1,28,12.7,68.56,0
1998,1,29,12.82,68.75,0
1998,1,30,13.31,68.75,0
1998,1,31,13.31,66.56,0
1998,2,1,12.88,65.75,0
1998,2,2,13.18,65.88,0
1998,2,3,12.82,63.19,0.01
1998,2,4,12.88,61.38,0.09
1998,2,5,13.24,65,3.19
1998,2,6,12.82,65.5,0.21
1998,2,7,12.82,65,1.07
1998,2,8,13.55,68.38,0.2
1998,2,9,12.33,63.81,0.05
1998,2,10,10.93,59.88,0
1998,2,11,11.78,63.38,0
1998,2,12,10.5,58.56,0
1998,2,13,10.13,57.88,0
1998,2,14,9.7,52.81,0
1998,2,15,10.01,51.56,0
1998,2,16,10.56,53.19,0
1998,2,17,11.29,54.19,0
1998,2,18,11.78,55.56,0
1998,2,19,9.16,42.94,0
1998,2,20,10.93,50.75,0
1998,2,21,10.74,49.62,0
1998,2,22,9.22,45.81,0
1998,2,23,14.89,63.81,0
1998,2,24,13.73,58.5,0
1998,2,25,12.7,54.38,0
1998,2,26,11.96,49.94,0
1998,2,27,12.82,53.69,0
1998,2,28,15.01,59.94,0
1998,3,1,13.31,54.69,0
1998,3,2,12.33,51.12,0
1998,3,3,13.24,56.44,0
1998,3,4,13.06,54.62,0
1998,3,5,13.12,56.5,0
1998,3,6,12.51,54.31,0
1998,3,7,12.39,49.56,0
1998,3,8,14.65,55.88,0.02
1998,3,9,14.77,54.25,0
1998,3,10,13.06,50.88,0
1998,3,11,13,50.81,0
1998,3,12,11.96,45.12,0
1998,3,13,10.19,37.62,0
1998,3,14,12.51,46.56,0
1998,3,15,13.61,55.69,0
1998,3,16,12.82,53.5,0
1998,3,17,11.29,51.88,0
1998,3,18,11.17,51.06,0
1998,3,19,12.88,54,0
1998,3,20,12.21,48.12,0
1998,3,21,12.21,47.38,0
1998,3,22,11.35,41.44,0
1998,3,23,11.05,39.44,0
1998,3,24,12.21,45.25,0
1998,3,25,14.83,53.88,0
1998,3,26,11.54,43.75,0
1998,3,27,10.93,44.5,0
1998,3,28,13.31,52.88,0
1998,3,29,13.49,53.38,0
1998,3,30,13.61,51.56,0
1998,3,31,13.98,49.81,0.02
1998,4,1,12.7,45.19,0.67
1998,4,2,12.94,49.25,0.17
1998,4,3,12.63,47.12,0
1998,4,4,13.92,51.69,0
1998,4,5,13.24,49.19,0.01
1998,4,6,12.76,46.62,0
1998,4,7,12.33,42.44,0
1998,4,8,11.72,40,0
1998,4,9,12.94,47.19,0
1998,4,10,13.73,50.62,0
1998,4,11,12.76,47.25,0
1998,4,12,10.74,39.69,0
1998,4,13,10.86,40.81,0
1998,4,14,13.37,50.5,0
1998,4,15,12.82,48.62,0
1998,4,16,10.38,43.44,0
1998,4,17,11.05,42.25,0
1998,4,18,12.7,42.44,0
1998,4,19,13.92,42.81,0
1998,4,20,13.85,44.12,0
1998,4,21,15.62,49.31,0
1998,4,22,15.75,46.94,0
1998,4,23,13.85,39.62,1.39
1998,4,24,15.69,46.94,3.7
1998,4,25,16.54,55.62,0.76
1998,4,26,14.83,47.56,0
1998,4,27,14.95,45.5,1.97
1998,4,28,16.36,51.06,7.31
1998,4,29,15.08,46.44,0.01
1998,4,30,15.2,45.81,0
1998,5,1,14.65,42.5,0
1998,5,2,13.85,40.94,0.13
1998,5,3,13.31,40.94,0.05
1998,5,4,12.57,38.81,0
1998,5,5,13.31,37.81,0.99
1998,5,6,14.71,45.25,3.35
1998,5,7,15.26,49.5,0.01
1998,5,8,14.1,47.5,0
1998,5,9,14.22,47.88,0
1998,5,10,14.89,48.06,1.08
1998,5,11,16.11,52.94,0.17
1998,5,12,15.93,52.75,0.01
1998,5,13,15.5,51.25,0
1998,5,14,14.34,46.44,0
1998,5,15,12.94,42.69,0
1998,5,16,14.4,45.69,0
1998,5,17,14.1,39.75,1.98
1998,5,18,13.55,38.81,0.63
1998,5,19,13.79,38,0
1998,5,20,11.78,29.44,0.04
1998,5,21,12.82,30.12,0.02
1998,5,22,14.59,34.75,0.01
1998,5,23,14.71,37.81,0
1998,5,24,12.7,30,0.03
1998,5,25,13.43,35,0
1998,5,26,12.27,33.06,0
1998,5,27,9.7,23.75,0
1998,5,28,9.34,23.69,0
1998,5,29,8.36,20.44,0
1998,5,30,9.77,24,0.01
1998,5,31,8.91,21.06,0
1998,6,1,11.11,27.19,0
1998,6,2,12.33,29.69,0.01
1998,6,3,14.1,35.94,0
1998,6,4,15.56,44,7.84
1998,6,5,17.21,52.38,0.34
1998,6,6,16.3,51.19,0.02
1998,6,7,14.83,45.56,0
1998,6,8,14.71,45.44,0
1998,6,9,14.1,41.88,0
1998,6,10,12.82,40.69,0
1998,6,11,14.16,43,0
1998,6,12,15.26,51.44,0.59
1998,6,13,15.99,55.31,3.47
1998,6,14,17.33,69.12,7.63
1998,6,15,16.97,63.19,1.21
1998,6,16,15.14,51.38,0
1998,6,17,15.69,51.94,0.06
1998,6,18,18.49,71.69,14.57
1998,6,19,18.8,72.44,0.61
1998,6,20,18.19,73.69,5.34
1998,6,21,18.25,72.56,8.17
1998,6,22,17.64,71.62,2.11
1998,6,23,17.76,69.62,2.09
1998,6,24,17.33,67.31,0.54
1998,6,25,17.27,65.56,0
1998,6,26,17.15,62.56,0.82
1998,6,27,16.97,65.94,0.08
1998,6,28,16.78,66.5,1.18
1998,6,29,16.91,71.12,2.84
1998,6,30,17.21,66.38,4.52
1998,7,1,16.97,66.38,4.02
1998,7,2,16.97,64.56,0.83
1998,7,3,17.21,65.56,8.42
1998,7,4,16.72,64.44,0.98
1998,7,5,16.54,64.19,1.64
1998,7,6,16.3,63.75,0.19
1998,7,7,15.56,60.81,0
1998,7,8,16.36,71.75,6.71
1998,7,9,16.6,74.38,6.17
1998,7,10,17.15,70.56,4.24
1998,7,11,16.6,62.19,0.06
1998,7,12,16.24,58.69,0.17
1998,7,13,15.99,58.19,0.03
1998,7,14,16.91,63.75,4.65
1998,7,15,18.25,79.25,3.82
1998,7,16,17.52,70.12,0.37
1998,7,17,18.13,72.06,14.31
1998,7,18,18.55,78.06,17.87
1998,7,19,18.01,75.06,4.49
1998,7,20,17.82,69.5,0.87
1998,7,21,18.13,69.31,0.04
1998,7,22,18.13,65.06,0.01
1998,7,23,19.17,71.75,4.43
1998,7,24,17.52,69.44,0.76
1998,7,25,17.09,68.94,3.41
1998,7,26,18.13,77.56,9.31
1998,7,27,18.07,78.81,16.18
1998,7,28,17.58,83.31,24.87
1998,7,29,16.42,75.31,3.1
1998,7,30,16.11,72.38,0.48
1998,7,31,16.97,70.38,0.46
1998,8,1,18.01,71.56,3.55
1998,8,2,18.25,80.12,3.37
1998,8,3,18.55,80.5,20.12
1998,8,4,18.43,82.06,5.21
1998,8,5,18.25,81.19,2.39
1998,8,6,18.25,81.25,8.39
1998,8,7,18.19,79.38,13.72
1998,8,8,17.7,77.81,5.7
1998,8,9,18.49,77.81,4.87
1998,8,10,18.86,78.94,5.46
1998,8,11,18.68,75.25,0.3
1998,8,12,18.55,75.5,0.13
1998,8,13,18.55,79.31,1.7
1998,8,14,18.68,78.19,1.9
1998,8,15,18.37,76.69,3
1998,8,16,18.86,83.62,7.23
1998,8,17,18.43,80.12,0.56
1998,8,18,18.74,82.75,2.05
1998,8,19,19.29,85.62,10.33
1998,8,20,19.47,85.62,1.34
1998,8,21,19.47,82.69,4.12
1998,8,22,19.9,83.81,3.13
1998,8,23,19.78,85.31,7.43
1998,8,24,19.96,85.25,5.59
1998,8,25,19.78,86.25,16.53
1998,8,26,19.29,84,7.1
1998,8,27,19.17,84.19,2.88
1998,8,28,18.25,81.62,0.01
1998,8,29,18.55,79.38,0
1998,8,30,18.86,81.69,0.05
1998,8,31,18.86,82.56,8.61
1998,9,1,17.88,81.5,4.86
1998,9,2,17.82,78.81,0.62
1998,9,3,18.37,82.19,9.33
1998,9,4,18.55,85.12,15.26
1998,9,5,19.17,83.19,1.32
1998,9,6,19.23,81.94,0.1
1998,9,7,19.59,84.88,0.58
1998,9,8,19.29,85.25,2.45
1998,9,9,18.68,82.19,0.39
1998,9,10,18.86,80.12,0.77
1998,9,11,18.98,81.62,2.38
1998,9,12,19.41,84.12,6.72
1998,9,13,18.74,83.69,8.91
1998,9,14,18.62,81.12,2.4
1998,9,15,17.7,77.81,0.95
1998,9,16,17.58,77.69,0.13
1998,9,17,17.76,77,0.01
1998,9,18,17.88,77.38,0
1998,9,19,18.55,85.62,4.06
1998,9,20,18.86,90.06,29.4
1998,9,21,18.43,84.75,4.95
1998,9,22,18.25,80.5,0.56
1998,9,23,18.55,82.19,18.34
1998,9,24,18.92,82.31,5.55
1998,9,25,18.74,80.12,14.07
1998,9,26,19.23,89.19,17.84
1998,9,27,18.25,87.5,29.23
1998,9,28,19.17,92.19,19.41
1998,9,29,18.86,90.12,6.28
1998,9,30,18.31,88.25,5.44
1998,10,1,18.31,84.69,1.24
1998,10,2,18.92,82.5,6.22
1998,10,3,19.23,86.19,17.2
1998,10,4,18.31,85.5,8.71
1998,10,5,18.74,88.19,4.81
1998,10,6,18.92,89.69,1.23
1998,10,7,18.8,86.25,8.53
1998,10,8,19.53,93.75,7.89
1998,10,9,19.04,92.94,10.11
1998,10,10,19.47,93.12,10.91
1998,10,11,19.96,93.06,16.74
1998,10,12,19.35,88.88,18.05
1998,10,13,18.86,90.94,22.28
1998,10,14,18.98,92.56,29.49
